#SampleID	State	Year	SiteAlias	SampleID2	newSampleID	Under	Collected-Date	WaterbodyName	Latitude	Longitude	COMID	US-L4CODE	US-L3CODE	DIST-Cat	CatAreaSqKm	WsAreaSqKm	BFICat	ElevCat	Na2OCat	Al2O3Cat	CaOCat	Fe2O3Cat	SiO2Cat	MgOCat	SCat	P2O5Cat	K2OCat	NCat	HydrlCondCat	CompStrgthCat	ICI-v2-1	PctImp2019Cat	AgKffactCat	KffactCat	PctGlacTilCrsCat	SN-2008Cat	NO3-2008Cat	InorgNWetDep-2008Cat	NH4-2008Cat	PctUrban2019Cat	PctForest2019Cat	PctAg2019Cat	PctWetland2019Cat	PctHay2019Cat	PctCrop2019Cat	NsurpCat	NANICat	PrecipCat	TmaxCat	TmeanCat	TminCat	MSST-Avg	RockNCat	RunoffCat	ClayCat	SandCat	WtDepCat	OmCat	PermCat	RckDepCat	sw-fluxCat	WaterInputCat	wdrw-LDCat	WetIndexCat	Temperature-DegC	SpecConductivity-msCm	DO	Tot-Alk	NO3NO2	Chloride	Chla-area	Color-app	TKN	TN	TP	Turbidity	TDS	Chla-conc	pH
OverRef-7631	MA	2025	OverRef-7631	OverRef-7631	OverRef_7631-2025	OverRef_7631	9/8/2025	Stevens Brook	42.0580156	-72.18483273	6147631	59b	59	Ref	9.3429	9.3429	52.8194	301.8062	2.0521	14.955	4.1591	7.5524	61.0735	3.2982	0.0624	0.1598	2.1864	0.031	0.1743	110.0888	0.766982201	0.45	0.0084	0.2002	100	668.9284	12.4593	4.6942	2.4293	0.75	80.35	3.42	9	2.4	1.02	13658.37656	12279.91313	1284.87036	13.62743352	8.617253988	-9.771678968	17.50109969	29.5302	688.5334	5.6787	48.6095	131.6789	1.4113	10.9742	129.7542	393382.5125	0.0000962	137.6568	745.1664	14.3	105.6	10.22	9.94	0.05	16	0.0015	37	0.676	0.68	0.02	2.2	98	0.309	7.23
PrimeStrs-7587	MA	2025	PrimeStrs-7587	PrimeStrs-7587	PrimeStrs_7587-2025	PrimeStrs_7587	9/8/2025	Quinebaug River	42.109561	-72.118569	6147587	59b	59	Strs	3.6162	165.2166	53.3444	225.2441	1.9657	15.0865	4.0599	7.8347	61.084	3.4868	0.0694	0.1688	2.1798	0.0318	0.2099	103.5209	0.533350754	9.93	0.0145	0.2162	100	676.4711	12.591	4.749	2.462	17.79	60.23	4.9	6.77	4.9	0	7713.772019	7706.421759	1241.719885	14.26699873	8.62468041	-9.998382357	20.76884219	96.3314	689	6.4267	45.7771	74.8274	0.7885	5.4416	139.1396	393382	0.0000396	208.5645	741.8136	21.4	159.6	8.85	17.1	0.05	28	0.0021	33	0.524	0.52	0.016	1.6	94	0.424	7.31
PrimeStrs-8297	MA	2025	PrimeStrs-8297	PrimeStrs-8297	PrimeStrs_8297-2025	PrimeStrs_8297	9/8/2025	Turkey Hill Brook	42.26298	-71.99318	7688297	59b	59	Strs	3.1095	44.2134	52.9395	257.0947	2.2082	14.2256	4.1516	6.6727	60.389	2.6635	0.0408	0.1491	2.0409	0.0409	0.2888	107.9845	0.565493451	3.32	0.0366	0.2034	59.07	672.3617	12.4841	4.7224	2.46	6.8	63.59	14.53	4.4	14.53	0	7460.791587	7262.971998	1226.567933	13.90039436	8.538305808	-10.00567283	19.22628038	95.5063	469	6.4116	46.9585	74.4062	0.7912	5.5467	139.3469	439717	0.0000949	573.6512	744.0865	18.3	157.3	9.4	19.1	0.05	25	0.0025	37	0.547	0.55	0.014	0.82	100	0.508	7.38
PrimeRef-8541	MA	2025	PrimeRef-8541	PrimeRef-8541	PrimeRef_8541-2025	PrimeRef_8541	9/9/2025	Mill Brook	42.70281576	-72.45189591	6778541	59a	59	Ref	24.5925	24.5925	48.6854	254.1454	2.6456	13.6498	3.4293	4.7765	66.0114	1.7304	0.0238	0.1276	2.4966	0.0145	0.0902	139.1552	0.787566908	1.56	0.0043	0.2234	85.14	651.1421	12.1692	4.6043	2.3997	3.2	83.55	2.25	5.88	2.14	0.11	25663.85258	21353.24952	1201.219128	13.95706656	7.941192411	-11.81548025	18.68642803	52.4656	616.9909	4.3646	52.8026	145.4536	2.8617	12.0766	134.1448	385619.369	0.000249775	20.12	751.8795	12.9	124.2	9.56	20.9	0.54	15	0.002	22	0.15	0.54	0.013	1.5	89	0.4	7.11
PrimeStrs-8773	MA	2025	PrimeStrs-8773	PrimeStrs-8773	PrimeStrs_8773-2025	PrimeStrs_8773	9/9/2025	Not Available	42.6447477	-72.5432393	6778773	59a	59	Strs	8.8263	91.2384	48.2285	116.7283	0.711	10.0789	1.4829	3.2704	69.4994	1.5111	0.0905	0.1333	2.4488	0.0665	0.1284	87.3092	0.513081736	3.31	0.0332	0.1886	100	643.7124	12.0518	4.5581	2.3742	6.93	69.22	15.28	2.79	14.88	0.4	17219.46254	16100.28012	1206.847561	14.5510708	8.301585211	-10.98004496	19.81188964	121.8387	642.2129	6.195	50.5946	119.8379	0.5713	13.024	120.8397	385724.4189	0.000698637	157.5379	724.1947	13.8	355.3	10.29	28.6	0.68	75	0.0023	5	0.15	0.68	0.005	0.3	180	0.457	7.24
PrimeStrs-8773-QC	MA	2025	PrimeStrs-8773	PrimeStrs-8773-QC	PrimeStrs_8773_QC-2025	PrimeStrs_8773_QC	9/9/2025	Not Available	42.6447477	-72.5432393	6778773	59a	59	Strs	8.8263	91.2384	48.2285	116.7283	0.711	10.0789	1.4829	3.2704	69.4994	1.5111	0.0905	0.1333	2.4488	0.0665	0.1284	87.3092	0.513081736	3.31	0.0332	0.1886	100	643.7124	12.0518	4.5581	2.3742	6.93	69.22	15.28	2.79	14.88	0.4	17219.46254	16100.28012	1206.847561	14.5510708	8.301585211	-10.98004496	19.81188964	121.8387	642.2129	6.195	50.5946	119.8379	0.5713	13.024	120.8397	385724.4189	0.000698637	157.5379	724.1947	0	0	0	27.9	0.69	75	0.0035	6	0.15	0.69	0.005	0.32	200	0.701	7.21
OverRef-3809	MA	2025	OverRef-3809	OverRef-3809	OverRef_3809-2025	OverRef_3809	9/9/2025	Lyons Brook	42.572243	-72.463848	9343809	58g	58	Ref	6.2712	9.297	47.7989	271.5457	2.7353	13.04	1.8518	3.8657	71.1976	1.0697	0.01	0.1152	2.6004	0.0033	0.0275	173.9847	0.785929442	0.65	0.006	0.19	100	700.4354	13.0449	4.9549	2.5982	1.16	87.99	2.96	1.72	2.96	0	7373.969924	6298.252058	1245.152497	13.70981504	7.732556085	-11.71785301	17.60456201	134.7755	639.712	4.99	55.7	99.95	1.45	13.98	139.56	302041.465	0.0000849	27.8158	723.9501	13.7	58.2	10.08	11.1	0.05	7.9	0.0022	17	0.428	0.43	0.005	0.36	60	0.437	7.35
PrimeRef-1781	MA	2025	PrimeRef-1781	PrimeRef-1781	PrimeRef_1781-2025	PrimeRef_1781	9/9/2025	Roaring Brook	42.45007437	-72.45260735	6781781	58g	58	Ref	11.0718	11.0718	48.9757	323.559	2.2031	12.5906	1.5558	4.5155	69.9974	1.4172	0.032	0.1176	2.4137	0.0064	0.0731	164.2468	0.802981274	1.01	0.0018	0.19	100	781.5392	14.5245	5.5328	2.9143	1.82	84.83	0.59	6.37	0.59	0	12370.55945	10298.91396	1279.182383	13.5865904	7.267621669	-11.19830916	18.04877669	136.4829	595.2441	4.99	55.7	99.95	1.45	13.98	139.56	385750.0893	0.0000465	8.8623	793.5417	12.5	104.4	10.34	13.2	0.37	17	0.0015	14	0.316	0.69	0.005	0.35	79	0.298	7.25
PrimeRef-8122	MA	2025	PrimeRef-8122	PrimeRef-8122	PrimeRef_8122-2025	PrimeRef_8122	9/9/2025	Temple Brook	42.051278	-72.384923	7698122	59b	59	Ref	1.7784	10.9188	56	159.6636	3.1904	14.1688	2.8858	3.9511	68.3641	1.1866	0.0118	0.1196	2.842	0.0067	0.0272	153.5265	0.747588381	1.15	0.0102	0.22	40.64	676.5887	12.5687	4.7428	2.461	2.48	79.05	1.82	9.26	1.67	0.15	2933.792059	2725.52124	1209.959986	14.7562551	9.012873823	-9.628998097	17.6730686	16.3002	679	6.4246	46.1763	74.2461	0.7977	5.4516	139.3028	857306	0.0000297	268.0971	745.7707	12.5	117.6	10.47	17.1	0.2	15	0.0023	31	0.461	0.66	0.013	1.1	88	0.461	7.37
PrimeRef-0783	MA	2025	PrimeRef-0783	PrimeRef-0783	PrimeRef_0783-2025	PrimeRef_0783	9/9/2025	Twelvemile Brook	42.1086	-72.357668	7690783	59b	59	Ref	1.0314	4.1877	55.4965	206.6258	3.0207	13.6559	3.8702	4.1076	66.4504	1.3825	0.0146	0.1189	2.6592	0.0066	0.0301	155.5598	0.768074855	2.4	0.0003	0.1904	65.79	682.6263	12.6832	4.7963	2.4973	4.19	62.99	0.09	3.49	0.09	0	1647.366838	1525.587759	1214.733027	14.46062815	8.775458973	-9.5	16.8335002	15.7927	471.9319	4.99	55.6511	99.95	1.45	13.98	139.56	439717	0	0	737.5916	14.1	168.3	10	13.6	0.18	28	0.0013	74	0.515	0.7	0.022	1.8	99	0.268	7.27
OverStrs-1871	MA	2025	OverStrs-1871	OverStrs-1871	OverStrs_1871-2025	OverStrs_1871	9/9/2025	Lampson Brook	42.28189876	-72.42726497	6781871	59b	59	Strs	1.6317	5.0418	51.8538	107.5001	2.0528	11.9608	3.1471	4.2876	67.2698	2.2503	0.022	0.1126	2.46	0.0204	0.0183	138.2473	0.378097474	0.79	0.0421	0.1874	100	742.7632	13.8021	5.252	2.7618	1.77	51.24	15.95	26.59	12.36	3.59	5384.546273	5444.066856	1188.019726	15.16153041	9.122102045	-10.1275788	18.87605204	129.094	616	4.5051	58.5731	106.7129	1.3524	17.3339	140.752	385693	0.000061	57.5642	860.8605	16.3	623	9.46	72.2	0.35	71	0.0025	22	0.661	1	0.132	0.73	250	0.514	7.58
OverRef-0897	MA	2025	OverRef-0897	OverRef-0897	OverRef_0897-2025	OverRef_0897	9/9/2025	Amethyst Brook	42.38033448	-72.46510155	6780897	59a	59	Ref	2.5488	24.7239	50.4177	127.3572	1.9354	11.6634	1.8594	4.1121	70.6445	1.4363	0.0225	0.12	2.2806	0.0169	0.0575	167.7623	0.711192072	2.69	0.0044	0.1852	0	778.139	14.4604	5.5081	2.9011	5.3	73.69	3.07	7.06	2.61	0.46	3826.048717	3564.455701	1201.525302	14.90779503	8.729700312	-10.60363693	19.42932387	144.8479	616	2.8562	67.6499	129.7102	1.0574	28.7389	144.8056	385693	0.0000132	8.0467	767.1638	15	140.6	9.84	18.2	0.17	23	0.0051	19	0.368	0.54	0.01	0.47	90	1.04	7.42
OverStrs-0879	MA	2025	OverStrs-0879	OverStrs-0879	OverStrs_0879-2025	OverStrs_0879	9/10/2025	West Branch Mill River	42.39176	-72.72723	6780865	58e	58	Strs	0.9027	33.7077	46	205.632	1.3302	12.4846	5.4718	6.1646	55.4726	2.6493	0.0537	0.1314	2.2601	0.0363	0.1897	95.4631	0.507892253	10.31	0.0083	0.189	16.65	688.9701	12.8626	4.8687	2.5391	18.54	66.6	5.28	1.1	5.28	0	1311.965166	1167.187807	1240.321993	14.38400298	8.178564096	-11.49571285	17.97753586	146.2614	616	3.6875	60.9261	116.2332	0.9036	23.4497	143.8426	385693	0.00000813	14.4882	718.2772	14.2	157	10.54	31.8	0.12	24	0.0072	8	0.37	0.49	0.021	0.4	100	1.46	7.22
PrimeStrs-0917	MA	2025	PrimeStrs-0917	PrimeStrs-0917	PrimeStrs_0917-2025	PrimeStrs_0917	9/10/2025	Fort River	42.37683842	-72.49492563	6780917	59a	59	Strs	6.1533	59.8158	50.2608	66.4716	0.6966	10.167	1.272	3.0595	69.6124	1.3985	0.0617	0.1241	2.5694	0.0672	0.0945	86.7232	0.4294165	17.41	0.0328	0.2773	0	755.7711	14.0472	5.3483	2.815	31.08	17.94	10.78	21.91	9.87	0.91	31957.40073	36913.42439	1180.630745	15.3191877	9.204002901	-10.16504334	20.30914348	127.1334	616	10.172	51.3179	99.158	1.258	18.9087	146.6493	385693	0.000148677	37.0021	902.8975	13.6	160.2	9.39	24.2	0.19	21	0.0014	22	0.532	0.72	0.01	1.3	91	0.275	6.91
W1057	MA	2025	W1057	W1057	W1057_2025	W1057	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available	Not Available
